Task_ID,Phase,Workstream,Applies_To,Task,Step_By_Step,Owner_Role,Depends_On,Planned_Start,Planned_End,Planning_Week_Start,Planning_Week_End,Effort_Hours_Estimate,Priority,Deliverable,Acceptance_Criteria,Gate,Status,Source_IDs,Source_URLs
B3-CARD,07.3 Book 3 production,Cards and passport,B3,Produce printable 72-card deck and skills passport,"1) Make 60 skill, 10 mission and 2 instruction cards; 2) put answers/support on reverse; 3) retain safety tiers; 4) add private progress passport; 5) defer physical inventory",Companion designer,B3-FREEZE;DSN-05,2028-07-17,2028-08-18,95,99,20-32,P1,Printable deck and 12-page passport,Exactly 72 cards; no hazardous challenge or public ranking; every ID resolves,,NOT STARTED - proposed plan,,
B3-LAYOUT,07.3 Book 3 production,Typesetting,B3,Typeset the complete book and check the set,1) Flow final text and art into shared templates; 2) inspect every spread and cross-reference; 3) compare cover/spine with other age bands; 4) resolve page overflow without shrinking safety text,Book designer,B3-FREEZE,2028-07-17,2028-08-11,95,98,36-56,P1,Complete laid-out book PDF and editable sources,Exactly 256 planned pages or a formally approved revised signature; accessible reading sizes retained,,NOT STARTED - proposed plan,,
B3-META,07.3 Book 3 production,Sales preparation,B3,"Prepare accurate listings, samples and channel offers",1) Write parent-facing description and age/safety scope; 2) prepare metadata and sample spreads; 3) negotiate direct/bookstore/library terms; 4) remove unsupported claims,Commercial editor,B3-FREEZE;LEG-09;B3-Q,2028-07-17,2028-08-18,95,99,10-16,P1,"Approved metadata, sales page and channel term sheet","No ministry endorsement, guaranteed outcomes or inflated school-use claims",,NOT STARTED - proposed plan,,
B3-PG,07.3 Book 3 production,Parent guide,B3,Produce the parent/caregiver guide,1) Group prompts for all 60 topics into a 24-page guide; 2) explain support and stopping rules; 3) add low-cost/adapted options; 4) check all links and IDs,Family-guide editor,B3-FREEZE;DSN-05,2028-07-17,2028-08-18,95,99,12-20,P1,Accessible parent guide draft and reviewed final,Coverage index reaches every topic; no assumption about family structure or finances,,NOT STARTED - proposed plan,,
B3-TG-DRAFT,07.3 Book 3 production,Teacher guide,B3,Draft the teacher-guide content without approval claims,"1) Create 60 brief lesson plans; 2) add 12-lesson and 35-session proposed paths; 3) map exact grades and candidate codes; 4) include preparation, evidence, differentiation and stop rules",Teacher-guide editor,B3-FREEZE;CUR-10;CUR-08,2028-07-17,2028-09-01,95,101,30-48,P1,Approx. 96-page teacher-guide draft,Clearly marked candidate/evaluation version; formal classroom distribution waits for applicable legal route,,NOT STARTED - proposed plan,S01;S02;S03;S04;S05;S06;S07;S16;S17,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html | https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/
B3-WS,07.3 Book 3 production,Worksheets,B3,Produce 60 low-ink worksheets and separate answer notes,1) Reuse approved topic activity; 2) supply worked/support examples and fictional data; 3) test printing and oral alternatives; 4) attach copying-licence wording,Worksheet editor,B3-FREEZE;DSN-05,2028-07-17,2028-08-18,95,99,22-36,P1,60 worksheets and answer/support pack,All essential activities available without child phone or purchases; rights and school-use conditions clear,,NOT STARTED - proposed plan,S12;S16,https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html
B3-PREPRESS,07.3 Book 3 production,Prepress,B3,Proofread final layout and run production checks,"1) Read every page at actual size; 2) check numbers, safety diagrams, QR codes and IDs; 3) inspect bleed/gutter/colour; 4) verify permissions and imprint requirements",Independent proofreader and production manager,B3-LAYOUT,2028-08-14,2028-08-18,99,99,16-26,P0,Prepress defect log with closures,"No missing glyphs, clipping, broken QR paths or incorrect safety labels",,NOT STARTED - proposed plan,,
B3-ID,07.3 Book 3 production,Publishing administration,B3,"Finalise edition identifiers, CIP and imprint",1) Confirm separate format/edition ISBNs; 2) apply for eligible book CIP after final correction; 3) insert current NSK-prescribed number/access wording; 4) confirm exclusions for worksheets/cards,Production manager,B3-PREPRESS;LEG-07,2028-08-21,2028-08-25,100,100,3-6,P1,Identifier register and final imprint,Do not paste an obsolete full CIP record; no unnecessary CIP claim for excluded material,,NOT STARTED - proposed plan,S24;S25,https://nsk.hr/nakladnici/hrvatski-ured-za-isbn/ | https://nsk.hr/nakladnici/cip/
B3-PREORDER,07.3 Book 3 production,Demand validation,B3,Validate paid demand only through a compliant transparent offer,1) Set quoted price and realistic delivery range; 2) show genuine samples and terms; 3) collect adult preorders only if refund capacity exists; 4) compare net committed orders with print exposure,Commercial lead,B3-META;WEB-04;WEB-03,2028-08-21,2028-09-01,100,101,6-12,P1,Dated preorder/demand and refund-liability report,"No invented scarcity or promised school subsidy; order volume is evidence, not proof of future sales",,NOT STARTED - proposed plan,,
B3-WEB,07.3 Book 3 production,Companion publication,B3,Publish checked extras and test every print-to-web path,1) Upload reviewed parent/worksheet/card/passport assets; 2) verify content versions and rights; 3) test mobile/keyboard/print access; 4) run privacy and link checks,Web lead,B3-PG;B3-WS;B3-CARD;WEB-04,2028-08-21,2028-09-01,100,101,10-16,P1,Live or launch-ready book companion library,Every printed code resolves to the matching edition; no account requirement or incomplete essential task,,NOT STARTED - proposed plan,,
B3-PROOF,07.3 Book 3 production,Manufacturing gate,B3,Approve a physical contract proof and binding sample,"1) Inspect proof against final files; 2) check colour, readability, spine, paper and binding; 3) scan actual QR codes; 4) sign or reject proof",Production manager and safety editor,B3-ID;B3-Q,2028-08-28,2028-09-01,101,101,5-8,P0,Signed physical print proof,Correct edition/ISBN/imprint and safe readable diagrams; no approval based solely on screen view,G-B3 Print proof,NOT STARTED - proposed plan,,
B3-DEPOSIT,07.3 Book 3 production,Publishing administration,B3,Complete legal deposit and archive production evidence,"1) Obtain actual print-completion date from printer; 2) confirm funding/format deposit count; 3) have required NSK/county copies dispatched promptly, operational target within 7 days of printing and never beyond the statutory 30 days; 4) retain receipts; do not wait for retail launch",Production manager,B3-PROOF,2028-09-04,2028-10-13,102,107,2-4,P1,Deposit receipts and archival package,Trigger-based hard deadline overrides the provisional scheduling window: required copies delivered within applicable 30-day period after actual printing; verify current digital/public-funding rules,Actual printing triggers deposit; independent of launch date,NOT STARTED - proposed plan,S26,https://nsk.hr/nakladnici/obvezni-primjerak/
B3-PRINT,07.3 Book 3 production,Manufacturing,B3,Release a funded print order and inspect delivered stock,"1) Choose print quantity using contribution, cash and real demand; 2) check committed capacity/lead time; 3) approve order after proof; 4) inspect cartons and damage; 5) reserve deposit/review copies",Production manager,B3-PROOF;B3-PREORDER;B3-Q,2028-09-04,2028-10-06,102,106,6-10,P0,"Accepted stock, inventory and landed-cost record",Available cash covers production and liabilities with an owner-approved buffer; target date moves if printer lead time requires,G-B3 Cash and stock,NOT STARTED - proposed plan,,
B3-LAUNCH,07.3 Book 3 production,Release,B3,Launch the trade edition with essential companions,"1) Confirm saleable stock and tested fulfilment; 2) release approved adult-facing pages; 3) activate reviewed extras; 4) monitor questions, returns and safety reports",Series producer,B3-PRINT;B3-WEB;B3-META;WEB-06,2028-10-09,2028-10-15,107,107,10-16,P0,Trade book release and launch checklist,"Book, parent guide, worksheets, printable cards and passport coherent; no premature educational-edition claim",G-B3 Trade release,NOT STARTED - proposed plan,,
B3-POST,07.3 Book 3 production,Review gate,B3,"Review real sales, returns, usage and defects before expansion",1) Compare paid sales and channel margin with model; 2) record returns/complaints and support costs; 3) examine companion use without child profiling; 4) decide revise/reprint/expand/pause,Series producer,B3-LAUNCH;B3-DEPOSIT,2028-11-06,2028-12-01,111,114,8-14,P0,Post-launch decision and corrected backlog,No reprint or next-book commitment justified solely by gross revenue; critical corrections handled immediately,G-B3 Expansion decision,NOT STARTED - proposed plan,,
GROW-07,09 Extensions,Boxed set,Series,Engineer and price the three-book set after final spines exist,1) Measure actual books and parcel weight; 2) quote slipcase/packaging; 3) test total landed cost and damage; 4) align edition versions and stock; 5) release only if contribution remains viable,Production and commercial leads,B3-POST;B1-POST;B2-POST,2028-12-04,2028-12-29,115,118,10-18,P2,Physical set proof and unit economics,Three books look coherent; packaging fits actual spines; no stranded stock assumption,,NOT STARTED - proposed plan,,
VOC-02,08 School editions,Vocational variant,B3,Decide whether a separate vocational-subject edition is justified,1) Review Book 3 evidence and teacher demand; 2) select exact qualification/SIU; 3) confirm ASOO jurisdiction and current requirements; 4) fund a separate variant only if worthwhile,Vocational curriculum lead,B3-POST;VOC-01,2028-12-18,2029-01-05,117,119,8-14,P2,Vocational variant decision and applicable checklist,General life-skills edition is not marketed as an approved vocational module; no automatic AZOO deadline,,NOT STARTED - proposed plan,S14;S34,https://www.asoo.hr/obrazovanje/strukovno-obrazovanje/modularna-nastava/ | https://www.asoo.hr/obrazovanje/strukovno-obrazovanje/drugi-obrazovni-materijali/
ED2-01,08 School editions,Dossier scope,B2,"Reconfirm school-material category, applicant and current rules","1) Recheck law, AZOO response and forms; 2) define exact edition/grade/format scope; 3) verify copying licences and digital attachments; 4) confirm annual deadline and fees",School-edition lead,B2-POST;B2-TG-DRAFT;LEG-05,2029-01-08,2029-01-12,120,120,4-8,P0,Edition-specific classification and checklist,Commercial applicant and every offered format eligible; approval wording not prewritten as fact,,NOT STARTED - proposed plan,S15;S16;S17;S18;S19,https://narodne-novine.nn.hr/clanci/sluzbeni/2025_07_105_1477.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html | https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/app/uploads/2020/11/Postupak-za-objavu-DOM-a.pdf | https://www.azoo.hr/app/uploads/2020/10/Izmjena-postupka.pdf
ED3-01,08 School editions,Dossier scope,B3,"Reconfirm school-material category, applicant and current rules","1) Confirm general cross-curricular versus vocational-subject scope; 2) obtain current competent-agency AZOO/ASOO checklist; 3) separate variants if needed; 4) confirm applicant, formats, copies, fees and timing",School-edition lead,B3-POST;B3-TG-DRAFT;LEG-05;VOC-02,2029-01-08,2029-01-12,120,120,4-8,P0,Edition-specific classification and checklist,"Commercial applicant and every offered format eligible; approval wording not prewritten as fact; ASOO timing/checklist applies to vocational-subject scope if confirmed, not the AZOO deadline by default",,NOT STARTED - proposed plan,S15;S16;S17;S18;S19;S34,https://narodne-novine.nn.hr/clanci/sluzbeni/2025_07_105_1477.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html | https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/app/uploads/2020/11/Postupak-za-objavu-DOM-a.pdf | https://www.azoo.hr/app/uploads/2020/10/Izmjena-postupka.pdf | https://www.asoo.hr/obrazovanje/strukovno-obrazovanje/drugi-obrazovni-materijali/
ED2-02,08 School editions,Curriculum validation,B2,Complete exact-grade curriculum mapping and teacher-guide review,1) Check every lesson against applicable code and cycle; 2) distinguish full/partial contribution; 3) add observable evidence and adaptations; 4) validate BrAIn/PV/SIU only where applicable,Curriculum review panel,ED2-01,2029-01-15,2029-02-02,121,123,24-40,P0,Signed complete teacher matrix and guide,Every classroom claim traceable to current source and reviewed lesson; remaining gaps explicitly excluded,,NOT STARTED - proposed plan,S01;S02;S03;S04;S05;S06;S07;S09;S13;S14,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://mzom.gov.hr/UserDocsImages//dokumenti/Obrazovanje/OsnovneSkole//Eksperimentalni-kurikulum-nastavnog-predmeta-Prakticne-vjestine-za-osnovne-skole.pdf | https://www.carnet.hr/carnet-ov-projekt-brain-od-ove-skolske-godine-kurikuli-o-umjetnoj-inteligenciji-dostupni-od-5-razreda-osnovne-do-kraja-srednje-skole/ | https://www.asoo.hr/obrazovanje/strukovno-obrazovanje/modularna-nastava/
ED3-02,08 School editions,Curriculum validation,B3,Complete exact-grade curriculum mapping and teacher-guide review,1) Check every lesson against applicable code and cycle; 2) distinguish full/partial contribution; 3) add observable evidence and adaptations; 4) validate BrAIn/PV/SIU only where applicable,Curriculum review panel,ED3-01,2029-01-15,2029-02-02,121,123,24-40,P0,Signed complete teacher matrix and guide,"Every classroom claim traceable to current source and reviewed lesson; remaining gaps explicitly excluded; ASOO timing/checklist applies to vocational-subject scope if confirmed, not the AZOO deadline by default",,NOT STARTED - proposed plan,S01;S02;S03;S04;S05;S06;S07;S09;S13;S14;S34,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://mzom.gov.hr/UserDocsImages//dokumenti/Obrazovanje/OsnovneSkole//Eksperimentalni-kurikulum-nastavnog-predmeta-Prakticne-vjestine-za-osnovne-skole.pdf | https://www.carnet.hr/carnet-ov-projekt-brain-od-ove-skolske-godine-kurikuli-o-umjetnoj-inteligenciji-dostupni-od-5-razreda-osnovne-do-kraja-srednje-skole/ | https://www.asoo.hr/obrazovanje/strukovno-obrazovanje/modularna-nastava/ | https://www.asoo.hr/obrazovanje/strukovno-obrazovanje/drugi-obrazovni-materijali/
ED2-03,08 School editions,School feasibility,B2,Validate teacher preparation and authorised classroom delivery,"1) Use only legally permitted evaluation route; 2) obtain school permissions; 3) test timing, resources and differentiation; 4) document feedback without pupil identifiers",Pilot educator,ED2-02;LEG-04;LEG-06,2029-02-05,2029-02-16,124,125,16-28,P1,Teacher feasibility report,No workaround around approval restrictions; desk-based evaluation if live use is not authorised,,NOT STARTED - proposed plan,S16;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/
ED3-03,08 School editions,School feasibility,B3,Validate teacher preparation and authorised classroom delivery,"1) Use only legally permitted evaluation route; 2) obtain school permissions; 3) test timing, resources and differentiation; 4) document feedback without pupil identifiers",Pilot educator,ED3-02;LEG-04;LEG-06,2029-02-05,2029-02-16,124,125,16-28,P1,Teacher feasibility report,"No workaround around approval restrictions; desk-based evaluation if live use is not authorised; ASOO timing/checklist applies to vocational-subject scope if confirmed, not the AZOO deadline by default",,NOT STARTED - proposed plan,S16;S27;S34,https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/ | https://www.asoo.hr/obrazovanje/strukovno-obrazovanje/drugi-obrazovni-materijali/
ED2-04,08 School editions,Final dossier,B2,Freeze the educational edition and required declarations,"1) Integrate permissible changes; 2) repeat changed safety/legal reviews; 3) lock version, ISBN where appropriate and rights; 4) assemble all required attachments",Educational managing editor,ED2-03,2029-02-19,2029-03-16,126,129,16-24,P0,Complete application dossier,Independent completeness check; print/electronic versions match exactly,G-ED2 Submission readiness,NOT STARTED - proposed plan,S17;S18;S19;S24;S25,https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/app/uploads/2020/11/Postupak-za-objavu-DOM-a.pdf | https://www.azoo.hr/app/uploads/2020/10/Izmjena-postupka.pdf | https://nsk.hr/nakladnici/hrvatski-ured-za-isbn/ | https://nsk.hr/nakladnici/cip/
ED3-04,08 School editions,Final dossier,B3,Freeze the educational edition and required declarations,"1) Integrate teacher findings; 2) repeat changed safety/legal reviews; 3) lock edition and rights; 4) assemble the competent agency's current required copies, declarations and electronic material",Educational managing editor,ED3-03,2029-02-19,2029-03-16,126,129,16-24,P0,Complete application dossier,"Independent completeness check; print/electronic versions match exactly; ASOO timing/checklist applies to vocational-subject scope if confirmed, not the AZOO deadline by default",G-ED3 Submission readiness,NOT STARTED - proposed plan,S17;S18;S19;S24;S25;S34,https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/app/uploads/2020/11/Postupak-za-objavu-DOM-a.pdf | https://www.azoo.hr/app/uploads/2020/10/Izmjena-postupka.pdf | https://nsk.hr/nakladnici/hrvatski-ured-za-isbn/ | https://nsk.hr/nakladnici/cip/ | https://www.asoo.hr/obrazovanje/strukovno-obrazovanje/drugi-obrazovni-materijali/
ED2-05,08 School editions,Filing,B2,File educational edition before the confirmed annual deadline,1) Reconfirm 31 March rule/current instructions; 2) submit complete dossier; 3) archive receipt; 4) open tracked response log,School-edition coordinator,ED2-04,2029-03-19,2029-03-23,130,130,3-5,P0,Application receipt,Planned B1 route 2028/2029; B2/B3 2029/2030; outcome and turnaround not guaranteed,G-ED2 Application filed,NOT STARTED - proposed plan,S17;S18;S19,https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/app/uploads/2020/11/Postupak-za-objavu-DOM-a.pdf | https://www.azoo.hr/app/uploads/2020/10/Izmjena-postupka.pdf
ED3-05,08 School editions,Filing,B3,File through the confirmed competent-agency route,1) Confirm AZOO or ASOO jurisdiction for each variant; 2) check its actual deadline and current instructions; 3) submit complete package; 4) retain receipt and track requests,School-edition coordinator,ED3-04,2029-03-19,2029-03-23,130,130,3-5,P0,Application receipt,"March 2029 is a project filing target, not a verified ASOO deadline; 31 March applies only to confirmed AZOO route; no guaranteed approval or school selection",G-ED3 Application filed,NOT STARTED - proposed plan,S17;S18;S19;S34,https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/app/uploads/2020/11/Postupak-za-objavu-DOM-a.pdf | https://www.azoo.hr/app/uploads/2020/10/Izmjena-postupka.pdf | https://www.asoo.hr/obrazovanje/strukovno-obrazovanje/drugi-obrazovni-materijali/
ED2-06,08 School editions,Conditional adoption,B2,Respond to reviewers and release school SKU only after written clearance,1) Log requests and revise under change control; 2) obtain written decision; 3) verify applicable repository listing; 4) update precise claims; 5) seek school selection through compliant channels,School-edition lead,ED2-05,2029-03-26,2029-06-15,131,142,Variable; budget 8-24 plus requested revisions,P0,Decision record or pending/declined status and action plan,"Date range is follow-up planning, not promised approval; listing, selection and funding are separate gates",,NOT STARTED - proposed plan,S16;S17;S20;S21,https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html | https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/agencija-za-odgoj-i-obrazovanje-objavljuje-katalog-odobrenih-drugih-obrazovnih-materijala/ | https://narodne-novine.nn.hr/eli/sluzbeni/2026/81/969
ED3-06,08 School editions,Conditional adoption,B3,Respond to reviewers and release school SKU only after written clearance,1) Track competent-agency reviewer requests; 2) revise under controlled review; 3) obtain written decision and verify applicable listing; 4) release only the exact approved scope; 5) seek lawful school selection separately,School-edition lead,ED3-05,2029-03-26,2029-06-15,131,142,Variable; budget 8-24 plus requested revisions,P0,Decision record or pending/declined status and action plan,"Date range is follow-up planning, not promised approval; listing, selection and funding are separate gates; ASOO timing/checklist applies to vocational-subject scope if confirmed, not the AZOO deadline by default",,NOT STARTED - proposed plan,S16;S17;S20;S21;S34,https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html | https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/agencija-za-odgoj-i-obrazovanje-objavljuje-katalog-odobrenih-drugih-obrazovnih-materijala/ | https://narodne-novine.nn.hr/eli/sluzbeni/2026/81/969 | https://www.asoo.hr/obrazovanje/strukovno-obrazovanje/drugi-obrazovni-materijali/
